Customer Age,Date of Purchase,Ticket Type,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day,Response_Delay_Hours,Resolution_Delay_Hours,Age_Group,Customer Gender_1,Customer Gender_2,Product Purchased_1,Product Purchased_2,Product Purchased_3,Product Purchased_4,Product Purchased_5,Product Purchased_6,Product Purchased_7,Product Purchased_8,Product Purchased_9,Product Purchased_10,Product Purchased_11,Product Purchased_12,Product Purchased_13,Product Purchased_14,Product Purchased_15,Product Purchased_16,Product Purchased_17,Product Purchased_18,Product Purchased_19,Product Purchased_20,Product Purchased_21,Product Purchased_22,Product Purchased_23,Product Purchased_24,Product Purchased_25,Product Purchased_26,Product Purchased_27,Product Purchased_28,Product Purchased_29,Product Purchased_30,Product Purchased_31,Product Purchased_32,Product Purchased_33,Product Purchased_34,Product Purchased_35,Product Purchased_36,Product Purchased_37,Product Purchased_38,Product Purchased_39,Product Purchased_40,Product Purchased_41
-0.7863117997586148,2021-03-22,4,2,0,0,3,2023-06-01 12:15:36,2023-06-01 17:14:42,3.0,2021,3,22,-0.38706203424327773,-0.23453017333425139,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.13251231694915946,2021-05-22,4,2,0,0,0,2023-06-01 16:45:38,2023-06-01 17:14:42,3.0,2021,5,22,-0.6749558032473476,-0.7088676839632746,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25976737273651374,2020-07-14,4,0,343,2,3,2023-06-01 11:14:38,2023-06-01 18:05:38,3.0,2020,7,14,0.8010025032413886,-0.037967894210485145,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1132115411633425,2020-11-13,0,0,2549,2,3,2023-06-01 07:29:40,2023-06-01 01:57:40,3.0,2020,11,13,0.22269985259668057,-1.3431133221725795,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.501986390074479,2020-02-04,0,0,2657,2,1,2023-06-01 00:12:42,2023-06-01 19:53:42,1.0,2020,2,4,1.561020206309383,1.314605429518738,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5866671141412414,2020-07-28,1,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,28,0.7327741964150943,0.9147765576102964,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.309351386006179,2020-02-23,2,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,23,1.4712974450906224,0.9147765576102964,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3747313342871246,2020-08-09,3,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,9,0.675964715747746,0.9147765576102964,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.04432675210786,2020-07-16,4,2,0,2,3,2023-06-01 10:32:47,2023-06-01 17:14:42,3.0,2020,7,16,0.7913966710025055,-0.05392357519387097,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1132115411633425,2020-03-06,3,2,0,0,2,2023-06-01 09:25:48,2023-06-01 17:14:42,3.0,2020,3,6,1.4160807448954187,0.06373859337902403,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25976737273651374,2021-01-19,1,0,1368,1,2,2023-06-01 17:46:49,2023-05-31 23:51:49,1.0,2021,1,19,-0.09245748095609246,-2.648258750134674,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.4559072175793503,2021-10-24,2,0,1366,1,0,2023-06-01 12:05:51,2023-06-01 09:27:51,1.0,2021,10,24,-1.4096647402159932,-1.0374668827844176,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1132115411633425,2021-05-26,4,2,0,2,0,2023-06-01 19:03:53,2023-06-01 17:14:42,3.0,2021,5,26,-0.6934377880819351,-0.9517160761782942,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.3712264935125877,2020-07-13,4,2,0,2,0,2023-06-01 20:34:54,2023-06-01 17:14:42,3.0,2020,7,13,0.8075785513044402,-1.1115949272797074,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25976737273651374,2020-02-29,0,0,1568,1,0,2023-06-01 06:22:55,2023-05-31 23:08:55,4.0,2020,2,29,1.4438842406000778,-1.5222853728483987,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.7016310756918522,2021-06-24,0,2,0,1,3,2023-06-01 15:09:57,2023-06-01 17:14:42,3.0,2021,6,24,-0.8314964422396848,-0.5407914187786541,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
